"","Methanobrevibacter.01","Methanosphaera.01","Methanomassiliicoccus.01","vadinCA11.01","Actinomyces.01","Arcanobacterium.01","Mobiluncus.01","Corynebacterium.01","Rothia.01","Propionibacterium.01","Bifidobacterium.01","Gardnerella.01","Scardovia.01","Adlercreutzia.01","Atopobium.01","Collinsella.01","Eggerthella.01","Enterococcus.01","Slackia.01","Bacteroides.01","Paludibacter.01","Parabacteroides.01","Porphyromonas.01","Tannerella.01","Prevotella.01","AF12.01","Alistipes.01","Butyricimonas.01","Odoribacter.01","CF231.01","Paraprevotella.01","YRC22.01","[Prevotella].01","Capnocytophaga.01","Pedobacter.01","Bacillus.01","Staphylococcus.01","Abiotrophia.01","Enterococcus.02","Lactobacillus.01","Pediococcus.01","Leuconostoc.01","Weissella.01","Lactococcus.01","Streptococcus.01","Turicibacter.01","Christensenella.01","Clostridium.01","SMB53.01","Dehalobacterium.01","Anaerofustis.01","Pseudoramibacter_Eubacterium.01","Anaerostipes.01","Blautia.01","Butyrivibrio.01","Clostridium.02","Coprococcus.01","Dorea.01","Lachnoanaerobaculum.01","Lachnobacterium.01","Lachnospira.01","Lactonifactor.01","Marvinbryantia.01","Moryella.01","Oribacterium.01","Roseburia.01","Shuttleworthia.01","[Ruminococcus].01","Peptococcus.01","rc4-4.01","Peptostreptococcus.01","Anaerotruncus.01","Butyricicoccus.01","Clostridium.03","Faecalibacterium.01","Gemmiger.01","Oscillospira.01","Ruminococcus.01","Syntrophomonas.01","Acidaminococcus.01","Anaerovibrio.01","Dialister.01","Megamonas.01","Megasphaera.01","Mitsuokella.01","Phascolarctobacterium.01","Schwartzia.01","Selenomonas.01","Succiniclasticum.01","Veillonella.01","Mogibacterium.01","1-68.01","Anaerococcus.01","Finegoldia.01","Parvimonas.01","Peptoniphilus.01","WAL_1855D.01","ph2.01","Allobaculum.01","Anaerorhabdus.01","Bulleidia.01","Catenibacterium.01","Clostridium.04","Coprobacillus.01","Holdemania.01","RFN20.01","[Eubacterium].01","cc_115.01","p-75-a5.01","Fusobacterium.01","Leptotrichia.01","Sneathia.01","Victivallis.01","Brevundimonas.01","Ochrobactrum.01","Agrobacterium.01","Shinella.01","Paracoccus.01","Raphanus.01","Sphingomonas.01","Achromobacter.01","Sutterella.01","Oxalobacter.01","Ralstonia.01","Kingella.01","Neisseria.01","Bilophila.01","Desulfovibrio.01","Campylobacter.01","Helicobacter.01","Succinivibrio.01","Cardiobacterium.01","Providencia.01","Aggregatibacter.01","Haemophilus.01","Acinetobacter.01","Pseudomonas.01","Ignatzschineria.01","Pseudoxanthomonas.01","Treponema.01","Brachyspira.01","Pyramidobacter.01","TG5.01","Cloacibacillus.01","Synergistes.01","Anaeroplasma.01","Mycoplasma.01","Akkermansia.01"
S110/8096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009312696747114377,0.0,0.0,0.00043284365162644283,0.0,0.020901101783840505,9.837355718782791e-05,0.0,0.0,0.260689926547744,0.0,0.045409233997901366,0.0,0.0,0.004492392444910807,0.0,0.046130640083945434,0.0,0.004833420776495278,0.0,0.001016526757607555,0.0,0.0007082896117523611,0.0,0.0,0.0,0.0,0.0,0.0,0.009266789087093387,0.0,0.0,0.0,0.0,0.005876180482686254,0.00020330535152151104,0.0,0.0,0.0,7.869884575026233e-05,4.590766002098636e-05,0.0,0.0009575026232948584,0.002052728226652676,0.0,0.00017051416579223506,0.015149527806925496,0.003436516264428122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006230325288562433,0.0,0.006695960125918154,0.0,0.0,0.0,0.01827124868835257,0.0,0.0,0.0002557712486883526,5.902413431269675e-05,0.02343258132214061,0.016598898216159497,0.0,0.20837486883525708,0.0,1.3116474291710388e-05,0.0,0.028823452256033583,0.0,0.01382476390346275,0.0,0.0,0.0,9.837355718782791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001114900314795383,9.837355718782791e-05,0.0,0.0,0.0028331584470094443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023865424973767053,0.000642707240293809,0.0,0.0,0.0,0.0009312696747114377,0.009096274921301157,0.0,0.0,6.558237145855194e-05,0.0,0.0,0.0,4.590766002098636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.214060860440713e-05
S111/8449,0.00014096287037994193,0.0,0.0,0.0,0.0,0.0,0.0,1.8795049383992256e-05,1.8795049383992256e-05,0.0,0.00018795049383992256,0.0,0.0,0.0,0.0,0.0,0.0,0.00025373316668389544,0.0009115598951236245,0.18561990771630751,0.0,0.04262717200289444,0.0,0.0,0.021680089464435063,0.0,0.0019734801853191868,0.0004980688086757948,0.0005168638580597871,0.0,0.0012122806852675006,0.0,0.0023775737470750203,0.0,0.0,0.0,0.0,0.0,0.0,0.0005356589074437794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002903835129826804,0.0,0.005356589074437793,0.0066910375807012435,0.028408717143904295,0.0,0.0002725282160678877,0.02660439240304104,0.0,0.0,0.0,0.0,0.0565449060717407,0.0,0.0034019039385025985,0.00023493811729990318,0.0,0.0,0.0,0.0,0.0,0.04898929621937582,0.002734679685370873,0.019424683538356,0.08390110045014143,0.0,0.0,0.0,0.013194124667562564,0.0,0.0015505915741793614,0.0,0.010045953895743859,0.0,0.0,0.0,0.0,0.0003195158395278684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.457772222796515e-05,0.0,0.00031011831483587223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022093580550882896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018748061760532283,0.0,0.0,0.0,0.0,0.009303549445076166,0.003392506413810602,0.0,0.0,0.0,0.0,0.0,0.0,0.00012216782099594968,0.0,0.0,0.0,0.0,0.0,0.0,0.0010055351420435858,0.0,0.0,0.0,0.0,0.0,0.0001033727716119574
S112/8459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001929198418057297,0.0,0.0,0.0,3.215330696762162e-05,0.002164989335819856,0.0,0.0,0.0,0.2120832127584322,0.0,0.0055946754123661615,0.0,0.0,0.15231021510562362,0.0,0.03595811495879018,0.0019399161870465047,0.004705100586261964,0.0,0.02028873669656924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030009753169780176,8.574215191365767e-05,0.0,0.00039655745260066665,0.0,0.0,0.0,0.0,0.0006001950633956035,0.005444626646517261,0.0,0.004769407200197207,0.0006752194463200541,0.00725592960569328,0.0,0.01688048615800135,0.0015219231964674234,0.0,0.0,0.0,0.0,0.006580710159373225,0.0,0.010621309068304342,0.0,0.0,0.0,9.645992090286486e-05,0.0,0.0,0.024725893058101026,0.0,0.037587215845149666,0.06623581235330052,0.0,0.0021006827218846124,0.0,0.00048229960451432434,0.0,0.0004072752215898738,0.0,0.04624717318842909,0.0,0.0,0.0,0.0006645016773308469,0.0005251706804711531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024543690985284502,0.0003429686076546307,0.0006859372153092613,0.0,0.00310815300687009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03829458859843735,0.0,0.0,0.0,0.0002572264557409729,0.004962327042002937,0.0034725571525031354,2.1435537978414415e-05,0.0,0.0,0.0,0.0,0.0,0.00013933099685969368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006109128323848107
S115/8234,0.0,0.0,0.0,0.0,9.34317481080071e-05,0.000552804509639042,0.0,0.0,0.0,0.0,0.01212276931701392,0.0,0.0,0.0018608489831511415,0.0,0.0014793360117101124,0.0,0.0,0.0,0.2680634713008814,0.0,0.0486234389112087,0.0,0.0,0.2028247531844654,0.0,0.04012114983338005,0.005403469432246411,0.005193247999003394,0.0,0.0,0.0,0.0,3.1143916036002365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002802952443240213,7.785979009000591e-05,8.564576909900651e-05,0.0,0.00012457566414400946,0.0,0.0,0.0,0.0005761624466660437,0.021427014232769628,0.0,0.0005761624466660437,0.009094023482512693,0.008330997539630633,0.0,0.0,0.011359743374131865,0.0,0.0,0.0,0.0,0.029999377121679282,0.0,0.0014092622006291072,0.0,0.0,0.0,0.0,0.0,0.0,0.06932635709614128,0.0078871967361176,0.02958672023420225,0.015828895325298204,0.0,0.0015961256968451212,0.0,0.0,0.0,0.004414650098103335,0.0,0.044886168986888415,0.0,0.0,0.0,0.0001790775172070136,0.0,0.0,0.0,0.0,3.1143916036002365e-05,4.6715874054003555e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.564576909900651e-05,7.785979009000591e-05,0.0002725092653150207,0.0,0.003861845588464293,0.0,0.0,0.0,0.0,7.007381108100533e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025592513002584943,0.0,0.0,0.0,7.007381108100533e-05,0.0031611074776542398,0.027990594537357128,0.0,0.0,0.0,0.0,0.0,0.0,0.0003581550344140272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5571958018001183e-05,0.0,0.00029586720234202254
S118/8490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3870906139597062e-05,0.00010344059327158724,0.0,0.00931761036315605,0.0004455902479391451,0.0,0.001655049492345396,0.10517521245106463,0.0,0.002307520926827716,0.0,0.0,0.4607641872752156,0.0,0.002395047582672905,0.00010344059327158724,9.548362455838825e-05,0.0,0.0,0.0,0.10247780005729018,1.591393742639804e-05,0.0,0.0,0.0,0.0,0.0,0.00023870906139597062,0.0,0.0,0.0,0.0,0.0035488080460867634,0.0010105350265762756,0.0,5.569878099239314e-05,0.0,0.0,0.0,0.0,8.752665584518922e-05,0.011617174321270568,0.0,0.0001989242178299755,0.0039943982940259075,0.0017425761481905853,0.0,0.00014322543683758235,0.004503644291670645,0.0,0.0,0.0,0.0,0.013375664406887552,0.0,0.011633088258696966,8.752665584518922e-05,0.0,0.0,0.0009070944333046882,0.0,0.0,0.04900697030459277,0.005641490817658104,0.006508800407396798,0.0013447277125306345,0.0,0.031764219103090484,1.591393742639804e-05,0.0,0.0,0.0013685986186702313,0.0,0.07450905503039562,0.0,0.0,0.0,0.0005012890289315383,0.00022279512396957256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008434386835990961,0.009452878831280436,0.0,0.0,0.0002466660301091696,0.0,0.00026257996753556765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03556765014799962,0.0,0.0,0.0,0.0002864508736751647,0.0,0.0003660205608071549,0.0,0.0,0.0,0.0,0.0,0.0,0.0017584900856169833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004455902479391451
S120/8477,0.0026373684629045512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002518090492220426,0.0,0.0,0.0,0.013902510138627509,0.0,0.0,0.002875924404272802,0.07810056458239457,0.0,0.07041376202719538,3.9759323561375145e-05,0.0,0.07033424338007263,0.0,0.0599703130384075,0.002981949267103136,0.003856654385453389,0.0,0.0008216926869350862,0.0,0.038937630874440056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021204972566066742,0.0020807379330452986,0.0,0.0004108463434675431,0.0,0.0,0.0,0.02328571049911204,0.030296604553767863,0.004201235189651972,0.0021072441487528827,0.00355183290481618,0.0,0.000556630529859252,0.0,0.0,0.0,0.0,0.0,0.013425398255891006,0.00038434012775995967,0.00471810639594985,0.0005963898534206271,0.0,0.0,0.0,0.0,0.0,0.02752670501232539,0.001948206854507382,0.06763060937789912,0.028109841757892225,0.0,0.06833302409415007,0.0,0.03239059559466695,0.0,0.01416757229570334,0.0,0.00043735255917512657,0.0,0.0,0.0,0.00010602486283033371,0.000649402284835794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.951864712275029e-05,0.008256686192912237,0.0,0.0007024147162509607,0.0002650621570758342,0.0,0.01370371352082063,6.626553926895857e-05,0.0,0.0008747051183502531,3.9759323561375145e-05,0.0,0.01113261059718504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008495242134280491,0.0,0.0,0.0,0.0,0.003313276963447929,0.015082036737614973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000371087019906168,0.0,0.0,0.0,0.0,0.0,0.0
S122/8134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009424083769633508,0.0,0.006178010471204189,0.0,0.0,0.0,0.0,0.0017801047120418847,0.0,0.0,0.0,0.03926701570680628,0.0,0.003769633507853403,0.0,0.0,0.14136125654450266,0.0,0.012041884816753926,0.0,0.0006282722513089005,0.0024083769633507853,0.0,0.0,0.010575916230366493,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.007958115183246073,0.0,0.0,0.0,0.0,0.0002094240837696335,0.0,0.0,0.0,0.006387434554973822,0.005130890052356021,0.0,0.018010471204188482,0.003350785340314136,0.0,0.0,0.003664921465968585,0.0,0.0,0.0,0.0028272251308900523,0.015916230366492146,0.0,0.008272251308900523,0.0,0.0,0.0,0.0,0.0,0.0,0.037591623036649216,0.003455497382198953,0.048586387434554984,0.019267015706806282,0.0,0.0,0.006178010471204189,0.009947643979057593,0.0,0.0,0.0,0.037591623036649216,0.0,0.0,0.0,0.010261780104712044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015392670157068062,0.0,0.0,0.0,0.0,0.003455497382198953,0.0,0.0,0.0,0.0015706806282722516,0.0,0.002617801047120419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008900523560209423,0.0,0.0,0.0,0.004293193717277486,0.0010471204188481676,0.004502617801047121,0.0,0.0,0.006178010471204189,0.0,0.0,0.0,0.004397905759162304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006282722513089005
S123/8176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.730465583257461e-05,0.0,0.0,9.97767495229424e-05,0.00012472093690367802,0.0,0.0024320582696217216,0.00012472093690367802,0.017174073011636464,0.0016837326481996533,0.0,0.0009354070267775851,0.2698711632721785,0.0,0.03900023696978012,0.0,0.0,0.003529602514374088,0.0,0.14763217301288367,0.0,0.013357612342383916,0.0,0.0,0.0,0.0,0.0,0.0,0.002369697801169882,0.0,0.0,0.0,3.741628107110341e-05,0.0,6.236046845183901e-05,0.0,0.00013719303059404582,0.00300577457937864,0.0,0.0005861884034472867,0.0,0.0,0.0,0.00016213721797478142,0.0,0.0004864116539243442,0.06458050112872447,0.0,0.0,0.0248693548185934,0.010414198231457115,0.0,0.0032926327342571,0.00017460931166514922,0.0,0.0,0.0,0.0,0.0019207024283166413,0.0,0.03318824131006872,0.0,0.0,4.988837476147121e-05,0.0,0.0,0.0,0.0117362401626361,0.0014342907743922972,0.02272415470385013,0.016363386921762556,0.0,0.015702365956173064,0.0,9.97767495229424e-05,0.0,0.00043652327916287307,0.0,0.005836939847092131,0.0,0.0,0.0,0.00021202559273625265,2.4944187380735606e-05,0.0,8.730465583257461e-05,0.00023696978011698822,0.0,8.730465583257461e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00016213721797478142,0.0,8.730465583257461e-05,0.0,0.013345140248693549,0.0,0.0,0.0,0.0,4.988837476147121e-05,0.0,0.0,0.0,0.0,4.988837476147121e-05,0.0,0.0,0.0,0.0,0.008817770239090037,0.0003741628107110341,0.0,0.0,0.00014966512428441362,0.00238216989486025,0.014829319397847316,3.741628107110341e-05,0.0,3.741628107110341e-05,0.0,0.0,0.0,0.00021202559273625265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1435537983761334
S125/8210,0.0,0.0,0.0,0.0,5.232383219747014e-05,0.0,0.0,0.0,0.0,0.0,0.0010726385600481382,0.0,0.0,0.0,0.0,0.0,0.00023545724488861563,0.0,0.000706371734665847,0.17215848888772614,0.0,0.016861354925634755,0.0,0.0,0.2770939343597525,0.0,0.026096511308488238,0.0,0.005742540583672347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019359817913063952,0.0004970764058759663,0.0,0.0,0.0,0.0,0.006134969325153374,0.00011772862244430782,0.0,0.00011772862244430782,0.0001438905385430429,0.0,0.0,0.0,0.0,0.01608957840072207,0.0,0.004983845016809031,0.007874736745719256,7.848574829620521e-05,0.0,0.021688228445851374,0.022656219341504573,0.0,0.0,0.0,0.0,0.12020092351563827,0.0,0.003414130050884927,0.0,0.0,0.0,0.0,0.0,0.0,0.03126348973798841,0.0,0.012466153021047262,0.010190066320457313,0.0,0.06413593731604902,0.0,0.0038458016665140564,0.0,0.009810718537025651,0.0,0.07529399453215954,0.0,2.616191609873507e-05,0.0,0.004447525736784962,0.0,0.0,5.232383219747014e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001438905385430429,0.0,0.0,0.0,0.0,0.0009549099376038301,0.0,0.0,0.00013080958049367536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006671288605177442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002223762868392481
S127/8112,0.01065825778478518,0.0,4.729996058336618e-05,0.0,0.0002995664170279858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017374852187623174,4.729996058336618e-05,0.01821048482459598,0.0,0.0005833661805281829,0.0,0.09770595191170674,0.0,0.002822230981474182,3.153330705557745e-05,0.0,0.00173433188805676,0.0,0.0018762317698068586,0.0013716988569176193,0.01646038628301143,0.0,0.0,0.0,0.00011036657469452106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.153330705557745e-05,0.0,0.0,0.0026960977532518725,0.0004729996058336618,0.001103665746945211,0.007457627118644069,0.0,0.0,0.00025226645644461964,0.004919195900670083,9.459992116673236e-05,0.011966890027591643,0.0,0.0,0.007426093811588491,0.00037839968466692956,0.0,0.0,0.00033109972408356325,0.0,0.0,0.0,0.0,0.0010248324793062672,0.0,0.02163184864012613,0.0,0.0,0.0,0.0,0.0,0.0,0.006054394954670871,0.006275128104059913,0.21595585337012216,0.048293259755616866,0.0,0.0003626330311391407,0.0,0.0,0.0,0.0,0.0,0.0014662987780843515,7.883326763894364e-05,0.0,0.0,0.0011509657075285768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005991328340559716,0.00015766653527788727,0.0,0.00018919984233346478,0.00026803310997240834,0.0,0.0012613322822230982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023303113914071742,0.0,0.0,0.0,0.0007883326763894362,0.013606621994481672,0.000346866377611352,0.0,0.0,0.0,0.0,0.0,0.0,0.000693732755222704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010800157666535278,0.0,0.0,0.0,0.048214426487977934
S128/8202,0.0,0.0,0.0,0.0,0.00012179583270873933,0.0,0.0,3.7475640833458255e-05,0.0,0.0,0.00015927147354219756,0.0,0.0,0.00039349422875131166,0.0,0.0,0.0007120371758357068,0.0,0.0,0.07145667815919653,0.0,0.0022391695397991304,0.0,0.0,0.014793509219007643,0.0,0.03645442962074651,0.022344850846949482,0.002613925948133713,0.0,0.0009556288412531853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003747564083345825,0.0,0.00014990256333383302,0.0,0.0,0.0005246589716684155,0.0,4.684455104182282e-05,0.0,0.04070791485534403,0.0,0.00024359166541747867,0.04309698695847699,0.004468970169389896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02297256783090991,0.0,0.0301397841403088,0.0,0.0,0.0,0.0,0.0,0.0,0.12789499325438464,6.558237145855194e-05,0.02014315694798381,0.0323602158596912,0.0,0.035292684754909306,0.0,0.004712561834807375,0.0,0.0,0.002960575625843202,0.09141245690301304,0.0,0.0,0.0,0.00027169839604257234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7475640833458255e-05,0.00047781442062659266,0.0005433967920851447,0.0,0.0037007195323040015,0.00014053365312546843,0.0,0.0,3.7475640833458255e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003747564083345825,0.0,0.0,0.0,8.432019187528105e-05,0.007841777844401139,0.017051416579223506,0.0,0.0,0.0,0.0,0.0,0.0,0.0007588817268775296,0.0,0.0,0.0,0.0,0.0,0.0,0.00047781442062659266,0.0,0.0,0.0,0.0,0.0,0.00012179583270873933
S129/8204,0.0,0.0,0.0,0.0,0.00014740203906154036,0.0,0.0,0.00015968554231666872,0.0,0.0,0.0,0.0,0.0,0.00074929369856283,7.370101953077018e-05,0.0091389264218155,0.0004544896204397494,0.0,0.0,0.646407075297875,0.0,0.06360397985505466,0.0,0.0,0.013278467018793759,0.0,0.001240633828767965,0.00011055152929615525,0.00011055152929615525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010932317897064242,0.0,0.0,0.0,0.0,0.0,0.0,7.370101953077018e-05,0.0,0.018204151824100238,0.0,0.009495148016214223,0.0013020513450436064,0.00023338656184743886,0.0,0.0,0.00031937108463333744,0.0,0.0,0.0,0.0,0.0,0.0,0.030192851001105518,0.0,0.0,0.0,0.0,0.0,0.0,0.033128608279081186,0.0,0.010834049871023215,0.0017565409654833556,0.0,0.0,0.0,3.685050976538509e-05,0.0,0.0,0.0,0.07560496253531508,0.0,2.456700651025673e-05,0.0,0.000982680260410269,0.0017811079719936124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00135118535806412,0.000270237071612824,0.0008229947180936003,0.0,0.0009335462473897556,0.0,0.0,0.00017196904557179707,0.00015968554231666872,0.0,0.0,0.0,2.456700651025673e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006018916595012897,0.015538631617737381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015354379068910453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006878761822871883
S130/8507,0.0,0.0,0.0,0.0,0.00030796605529701616,0.0,0.0,0.0002053107035313441,0.0,0.0,0.0002737476047084588,0.0,0.0,0.0,0.0,0.001574048727073638,0.0,0.0,0.0,0.0607377497946893,0.0,0.005406515192992061,0.0,0.0,0.4553449219819327,0.0,0.0160484533260334,0.0035587188612099642,0.00116342732001095,0.0,0.000581713660005475,0.0,0.07675198467013414,0.0003764029564741309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008109772789488092,0.0,0.0,0.0002737476047084588,0.0,0.0,0.0,0.0,0.0,0.003319189707090063,0.0,0.0020873254859019984,0.0022584177388447852,0.0013003011223651792,0.0,0.0011976457705995072,0.004174650971803997,0.0,0.0,0.0,0.0,0.013105666575417466,0.0,0.0017109225294278676,0.0,0.0,0.0,0.0,0.0,0.0,0.10761702710101287,0.0017451409800164248,0.0075280591294826175,0.0072543115247741576,0.0,0.005030112236517931,0.0,0.004037777169449767,0.0,0.003661374212975637,0.013653161784834382,0.036237339173282236,0.0,0.0,0.0,0.011565836298932384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008896797153024912,0.0,0.0,0.0,0.0,0.0009581166164796057,0.0,0.0,0.0023952915411990143,0.0011976457705995072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028743498494388176,0.0,0.0,0.0,0.005064330687106489,0.0013345195729537367,0.00400355871886121,0.00030796605529701616,0.0,0.0,0.0,0.0008212428141253764,0.0007528059129482617,0.004551053928278127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009410073911853271
S131/8274,0.00013944691865886926,0.0,0.0,2.6146297248537985e-05,0.0,0.0,0.0,0.0,5.229259449707597e-05,0.0,0.00020917037798830388,0.0,0.0,0.0,2.6146297248537985e-05,0.004715048937153017,0.0,0.0,0.0,0.006048510096828454,0.0,0.0009238358361150087,0.0,0.0,0.4073854574294704,0.0,0.0012114451058489266,0.0003050401345662765,0.0025971988600214397,0.0031898482643216344,0.00402652977627485,0.0,0.050941702472568184,0.0,0.0,0.0,0.0,0.0,0.0,0.00019173951315594524,0.0,0.0,0.0,0.0,0.0014467617810857685,0.00021788581040448326,0.0,0.0,0.0,3.486172966471732e-05,0.0,0.0,0.0,0.004131114965269003,0.0006187957015487322,2.6146297248537985e-05,0.0010894290520224162,0.0042792773163440505,0.0,0.0010981444844385957,0.0006187957015487322,0.0,0.0,0.0,0.0013334611596754373,0.005255405746956135,0.0,0.0021091346447153977,0.0003834790263118905,0.0,0.0,0.0,0.00020917037798830388,0.0,0.004226984721846974,0.0014119000514210512,0.01932211366666957,0.005734754529845999,0.0,0.0002527475400692005,0.06233277264051456,0.007076931121937615,0.0,0.008506262038191027,0.00033990186423099377,0.07293073845858862,0.0,4.357716208089664e-05,0.0,0.0,0.001010990160276802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6146297248537985e-05,0.0,0.0005490722422192976,0.002971962453917151,0.0,0.0,0.0,0.0,0.0018651025370623766,0.0,0.0,4.357716208089664e-05,0.0,0.0,0.0059177786105857645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017082247535711483,0.0002963247021500972,0.0,0.0,9.586975657797262e-05,0.0004444870532251458,0.009848438630282641,0.0,0.0,0.1289709688946217,0.0,0.0,0.0,0.0002614629724853799,0.0,0.0,0.0,0.0,0.0,0.0008541123767855742,0.0,0.0,0.0,0.0008192506471208568,0.0,0.0,0.0002353166752368419
